Collection_Name,Manufacturer_Collection_Name,S.No.,Item No.,Article,DESCRIPTION,Rolls,Rate,Amount,WEIGHT GRS/SMT,EAN CODE,GROSS WEIGHT KG/RX,NET WEIGHT KG./RX,BOX WEIGHT KG,DESIGN REPEAT cm,WIDTH m,LENGHT m,QUANTITY PER BOX,VOL/BOX mc,BOX TOT.WEIGHT kg,RESISTANCE TO LIGHT,WASHABILITY,REACTION TO FIRE,CERTIFICATIONS,EMISSIONS DANS L'AIR INTERIEUR,Repeat_1_Value,Repeat_1_Type,Repeat_2_Value,Repeat_2_Type
Botany House,Botany House,44119.0,15582.0,15582,Botany House/TNT,,10.7,0.0,130 gr,8022560155824.0,0.745,0.692,0.45,zero,0.53,10.05,12.0,0.021,8.934,GOOD,WASHABLE,"D-s3,d2",CE,A+,0.0,,,
Botany House,Botany House,44119.0,15582.0,15582,Botany House/TNT,,10.7,0.0,130 gr,8022560155824.0,0.745,0.692,0.45,zero,0.53,10.05,12.0,0.021,8.934,GOOD,WASHABLE,"D-s3,d2",CE,A+,0.0,,,
Botany House,Botany House,44117.0,15583.0,15583,Botany House/TNT,,10.7,0.0,130 gr,8022560155831.0,0.745,0.692,0.45,zero,0.53,10.05,12.0,0.021,8.934,GOOD,WASHABLE,"D-s3,d2",CE,A+,0.0,,,
Botany House,Botany House,44118.0,15584.0,15584,Botany House/TNT,,10.7,0.0,130 gr,8022560155848.0,0.745,0.692,0.45,zero,0.53,10.05,12.0,0.021,8.934,GOOD,WASHABLE,"D-s3,d2",CE,A+,0.0,,,
Botany House,Botany House,44151.0,15586.0,15586,Botany House/TNT,,10.7,0.0,130 gr,8022560155862.0,0.745,0.692,0.45,zero,0.53,10.05,12.0,0.021,8.934,GOOD,WASHABLE,"D-s3,d2",CE,A+,0.0,,,
Botany House,Botany House,44153.0,15587.0,15587,Botany House/TNT,,10.7,0.0,130 gr,8022560155879.0,0.745,0.692,0.45,zero,0.53,10.05,12.0,0.021,8.934,GOOD,WASHABLE,"D-s3,d2",CE,A+,0.0,,,
Botany House,Botany House,44152.0,15588.0,15588,Botany House/TNT,,10.7,0.0,130 gr,8022560155886.0,0.745,0.692,0.45,zero,0.53,10.05,12.0,0.021,8.934,GOOD,WASHABLE,"D-s3,d2",CE,A+,0.0,,,
Botany House,Botany House,44140.0,15589.0,15589,Botany House/TNT,,10.7,0.0,130 gr,8022560155893.0,0.745,0.692,0.45,zero,0.53,10.05,12.0,0.021,8.934,GOOD,WASHABLE,"D-s3,d2",CE,A+,0.0,,,
Botany House,Botany House,44148.0,15595.0,15595,Botany House/TNT,,10.7,0.0,130 gr,8022560155954.0,0.745,0.692,0.45,zero,0.53,10.05,12.0,0.021,8.934,GOOD,WASHABLE,"D-s3,d2",CE,A+,0.0,,,
Tradizioni,Tradizioni,41315.0,33301.0,33301,PVC/TNT TRADIZIONI,,14.0,0.0,380 gr,8022560333017.0,2.099,2.024,0.723,53 offset,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Offset,,
Tradizioni,Tradizioni,41341.0,33302.0,33302,PVC/TNT TRADIZIONI,,14.0,0.0,380 gr,8022560333024.0,2.099,2.024,0.723,53 offset,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Offset,,
Tradizioni,Tradizioni,41328.0,33303.0,33303,PVC/TNT TRADIZIONI,,14.0,0.0,380 gr,8022560333031.0,2.099,2.024,0.723,53 offset,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Offset,,
Tradizioni,Tradizioni,41301.0,33305.0,33305,PVC/TNT TRADIZIONI,,14.0,0.0,380 gr,8022560333055.0,2.099,2.024,0.723,53 offset,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Offset,,
Tradizioni,Tradizioni,41319.0,33306.0,33306,PVC/TNT TRADIZIONI,,14.0,0.0,380 gr,8022560333062.0,2.099,2.024,0.723,53 offset,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Offset,,
Tradizioni,Tradizioni,41345.0,33307.0,33307,PVC/TNT TRADIZIONI,,14.0,0.0,380 gr,8022560333079.0,2.099,2.024,0.723,53 offset,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Offset,,
Tradizioni,Tradizioni,41332.0,33308.0,33308,PVC/TNT TRADIZIONI,,14.0,0.0,380 gr,8022560333086.0,2.099,2.024,0.723,53 offset,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Offset,,
Tradizioni,Tradizioni,41335.0,33310.0,33310,PVC/TNT TRADIZIONI,,14.0,0.0,380 gr,8022560333109.0,2.099,2.024,0.723,53 straight,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Tradizioni,Tradizioni,41318.0,33311.0,33311,PVC/TNT TRADIZIONI,,14.0,0.0,380 gr,8022560333116.0,2.099,2.024,0.723,53 straight,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Tradizioni,Tradizioni,41342.0,33312.0,33312,PVC/TNT TRADIZIONI,,14.0,0.0,380 gr,8022560333123.0,2.099,2.024,0.723,53 straight,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Tradizioni,Tradizioni,41308.0,33314.0,33314,PVC/TNT TRADIZIONI,,14.0,0.0,380 gr,8022560333147.0,2.099,2.024,0.723,53 straight,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Tradizioni,Tradizioni,41306.0,33315.0,33315,PVC/TNT TRADIZIONI,,14.0,0.0,380 gr,8022560333154.0,2.099,2.024,0.723,53 straight,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Tradizioni,Tradizioni,41329.0,33316.0,33316,PVC/TNT TRADIZIONI,,14.0,0.0,380 gr,8022560333161.0,2.099,2.024,0.723,53 straight,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Tradizioni,Tradizioni,41303.0,33317.0,33317,PVC/TNT TRADIZIONI,,14.0,0.0,380 gr,8022560333178.0,2.099,2.024,0.723,53 straight,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Tradizioni,Tradizioni,41336.0,33319.0,33319,PVC/TNT TRADIZIONI,,14.0,0.0,380 gr,8022560333192.0,2.099,2.024,0.723,53 straight,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Tradizioni,Tradizioni,41347.0,33330.0,33330,PVC/TNT TRADIZIONI,,14.0,0.0,350 gr,8022560333307.0,1.937,1.864,0.7,28 straight,0.53,10.05,12.0,0.042,23.248,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,28.0,Straight,,
Tradizioni,Tradizioni,41349.0,33332.0,33332,PVC/TNT TRADIZIONI,,14.0,0.0,350 gr,8022560333321.0,1.937,1.864,0.7,28 straight,0.53,10.05,12.0,0.042,23.248,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,28.0,Straight,,
Tradizioni,Tradizioni,41346.0,33333.0,33333,PVC/TNT TRADIZIONI,,14.0,0.0,350 gr,8022560333338.0,1.937,1.864,0.7,28 straight,0.53,10.05,12.0,0.042,23.248,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,28.0,Straight,,
Tradizioni,Tradizioni,41331.0,33334.0,33334,PVC/TNT TRADIZIONI,,14.0,0.0,350 gr,8022560333345.0,1.937,1.864,0.7,28 straight,0.53,10.05,12.0,0.042,23.248,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,28.0,Straight,,
Tradizioni,Tradizioni,41322.0,33336.0,33336,PVC/TNT TRADIZIONI,,14.0,0.0,350 gr,8022560333369.0,1.937,1.864,0.7,28 straight,0.53,10.05,12.0,0.042,23.248,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,28.0,Straight,,
Tradizioni,Tradizioni,41313.0,33337.0,33337,PVC/TNT TRADIZIONI,,14.0,0.0,350 gr,8022560333376.0,1.937,1.864,0.7,28 straight,0.53,10.05,12.0,0.042,23.248,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,28.0,Straight,,
Tradizioni,Tradizioni,41324.0,33351.0,33351,PVC/TNT TRADIZIONI,,14.0,0.0,350 gr,8022560333512.0,1.937,1.864,0.7,53 straight,0.53,10.05,12.0,0.042,23.248,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Tradizioni,Tradizioni,41305.0,33355.0,33355,PVC/TNT TRADIZIONI,,14.0,0.0,350 gr,8022560333550.0,1.937,1.864,0.7,53 straight,0.53,10.05,12.0,0.042,23.248,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Tradizioni,Tradizioni,41326.0,33356.0,33356,PVC/TNT TRADIZIONI,,14.0,0.0,350 gr,8022560333567.0,1.937,1.864,0.7,53 straight,0.53,10.05,12.0,0.042,23.248,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Tradizioni,Tradizioni,41302.0,33357.0,33357,PVC/TNT TRADIZIONI,,14.0,0.0,350 gr,8022560333574.0,1.937,1.864,0.7,53 straight,0.53,10.05,12.0,0.042,23.248,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Tradizioni,Tradizioni,41333.0,33358.0,33358,PVC/TNT TRADIZIONI,,14.0,0.0,350 gr,8022560333581.0,1.937,1.864,0.7,53 straight,0.53,10.05,12.0,0.042,23.248,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Tradizioni,Tradizioni,41309.0,33363.0,33363,PVC/TNT TRADIZIONI,,14.0,0.0,350 gr,8022560333635.0,1.937,1.864,0.7,zero,0.53,10.05,12.0,0.042,23.248,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Tradizioni,Tradizioni,41310.0,33364.0,33364,PVC/TNT TRADIZIONI,,14.0,0.0,350 gr,8022560333642.0,1.937,1.864,0.7,zero,0.53,10.05,12.0,0.042,23.248,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Tradizioni,Tradizioni,41337.0,33365.0,33365,PVC/TNT TRADIZIONI,,14.0,0.0,350 gr,8022560333659.0,1.937,1.864,0.7,zero,0.53,10.05,12.0,0.042,23.248,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Tradizioni,Tradizioni,41314.0,33366.0,33366,PVC/TNT TRADIZIONI,,14.0,0.0,350 gr,8022560333666.0,1.937,1.864,0.7,zero,0.53,10.05,12.0,0.042,23.248,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Tradizioni,Tradizioni,41311.0,33367.0,33367,PVC/TNT TRADIZIONI,,14.0,0.0,350 gr,8022560333673.0,1.937,1.864,0.7,zero,0.53,10.05,12.0,0.042,23.248,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Tradizioni,Tradizioni,41330.0,33369.0,33369,PVC/TNT TRADIZIONI,,14.0,0.0,350 gr,8022560333697.0,1.937,1.864,0.7,zero,0.53,10.05,12.0,0.042,23.248,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Tradizioni,Tradizioni,41321.0,33371.0,33371,PVC/TNT TRADIZIONI,,14.0,0.0,350 gr,8022560333710.0,1.937,1.864,0.7,zero,0.53,10.05,12.0,0.042,23.248,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Tradizioni,Tradizioni,41339.0,33372.0,33372,PVC/TNT TRADIZIONI,,14.0,0.0,350 gr,8022560333727.0,1.937,1.864,0.7,zero,0.53,10.05,12.0,0.042,23.248,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Tradizioni,Tradizioni,41317.0,33373.0,33373,PVC/TNT TRADIZIONI,,14.0,0.0,350 gr,8022560333734.0,1.937,1.864,0.7,zero,0.53,10.05,12.0,0.042,23.248,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Tradizioni,Tradizioni,41325.0,33374.0,33374,PVC/TNT TRADIZIONI,,14.0,0.0,350 gr,8022560333741.0,1.937,1.864,0.7,zero,0.53,10.05,12.0,0.042,23.248,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Tradizioni,Tradizioni,41340.0,33375.0,33375,PVC/TNT TRADIZIONI,,14.0,0.0,350 gr,8022560333758.0,1.937,1.864,0.7,zero,0.53,10.05,12.0,0.042,23.248,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Tradizioni,Tradizioni,41348.0,33380.0,33380,PVC/TNT TRADIZIONI,,14.0,0.0,350 gr,8022560333802.0,1.937,1.864,0.7,zero/53 straight,0.53,10.05,12.0,0.042,23.248,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,53.0,Straight
Tradizioni,Tradizioni,41323.0,33381.0,33381,PVC/TNT TRADIZIONI,,14.0,0.0,350 gr,8022560333819.0,1.937,1.864,0.7,zero/53 straight,0.53,10.05,12.0,0.042,23.248,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,53.0,Straight
Tradizioni,Tradizioni,41344.0,33382.0,33382,PVC/TNT TRADIZIONI,,14.0,0.0,350 gr,8022560333826.0,1.937,1.864,0.7,zero/53 straight,0.53,10.05,12.0,0.042,23.248,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,53.0,Straight
Tradizioni,Tradizioni,41316.0,33383.0,33383,PVC/TNT TRADIZIONI,,14.0,0.0,350 gr,8022560333833.0,1.937,1.864,0.7,zero/53 straight,0.53,10.05,12.0,0.042,23.248,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,53.0,Straight
Tradizioni,Tradizioni,41334.0,33384.0,33384,PVC/TNT TRADIZIONI,,14.0,0.0,350 gr,8022560333840.0,1.937,1.864,0.7,zero/53 straight,0.53,10.05,12.0,0.042,23.248,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,53.0,Straight
Tradizioni,Tradizioni,41320.0,33386.0,33386,PVC/TNT TRADIZIONI,,14.0,0.0,350 gr,8022560333864.0,1.937,1.864,0.7,zero/53 straight,0.53,10.05,12.0,0.042,23.248,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,53.0,Straight
Tradizioni,Tradizioni,41343.0,33387.0,33387,PVC/TNT TRADIZIONI,,14.0,0.0,350 gr,8022560333871.0,1.937,1.864,0.7,zero/53 straight,0.53,10.05,12.0,0.042,23.248,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,53.0,Straight
Tradizioni,Tradizioni,41338.0,33392.0,33392,PVC/TNT TRADIZIONI,,14.0,0.0,350 gr,8022560333925.0,1.937,1.864,0.7,zero/53 straight,0.53,10.05,12.0,0.042,23.248,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,53.0,Straight
Tradizioni,Tradizioni,41312.0,33393.0,33393,PVC/TNT TRADIZIONI,12.0,14.0,168.0,350 gr,8022560333932.0,1.937,1.864,0.7,zero/53 straight,0.53,10.05,12.0,0.042,23.248,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,53.0,Straight
Tradizioni,Tradizioni,41304.0,33394.0,33394,PVC/TNT TRADIZIONI,,14.0,0.0,350 gr,8022560333949.0,1.937,1.864,0.7,zero/53 straight,0.53,10.05,12.0,0.042,23.248,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,53.0,Straight
Tradizioni,Tradizioni,41307.0,33395.0,33395,PVC/TNT TRADIZIONI,,14.0,0.0,350 gr,8022560333956.0,1.937,1.864,0.7,zero/53 straight,0.53,10.05,12.0,0.042,23.248,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,53.0,Straight
Tradizioni,Tradizioni,41327.0,33396.0,33396,PVC/TNT TRADIZIONI,,14.0,0.0,350 gr,8022560333963.0,1.937,1.864,0.7,zero/53 straight,0.53,10.05,12.0,0.042,23.248,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,53.0,Straight
Thai,Thai,41235.0,26400.0,26400,PVC/TNT THAI,,14.0,0.0,330 gr,8022560264007.0,1.83,1.757,0.7,53 straight,0.53,10.05,12.0,0.042,21.964,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Thai,Thai,41240.0,26401.0,26401,PVC/TNT THAI,,14.0,0.0,330 gr,8022560264014.0,1.83,1.757,0.7,53 straight,0.53,10.05,12.0,0.042,21.964,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Thai,Thai,41208.0,26403.0,26403,PVC/TNT THAI,,14.0,0.0,330 gr,8022560264038.0,1.83,1.757,0.7,53 straight,0.53,10.05,12.0,0.042,21.964,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Thai,Thai,41241.0,26405.0,26405,PVC/TNT THAI,,14.0,0.0,330 gr,8022560264052.0,1.83,1.757,0.7,53 straight,0.53,10.05,12.0,0.042,21.964,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Thai,Thai,41246.0,26407.0,26407,PVC/TNT THAI,,14.0,0.0,330 gr,8022560264076.0,1.83,1.757,0.7,53 straight,0.53,10.05,12.0,0.042,21.964,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Thai,Thai,41201.0,26408.0,26408,PVC/TNT THAI,,14.0,0.0,330 gr,8022560264083.0,1.83,1.757,0.7,53 straight,0.53,10.05,12.0,0.042,21.964,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Thai,Thai,41226.0,26409.0,26409,PVC/TNT THAI,,14.0,0.0,330 gr,8022560264090.0,1.83,1.757,0.7,53 straight,0.53,10.05,12.0,0.042,21.964,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Thai,Thai,41232.0,26410.0,26410,PVC/TNT THAI,,14.0,0.0,330 gr,8022560264106.0,2.099,2.024,0.723,53 offset,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Offset,,
Thai,Thai,41207.0,26413.0,26413,PVC/TNT THAI,,14.0,0.0,380 gr,8022560264137.0,2.099,2.024,0.723,53 offset,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Offset,,
Thai,Thai,41244.0,26415.0,26415,PVC/TNT THAI,,14.0,0.0,380 gr,8022560264151.0,2.099,2.024,0.723,53 offset,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Offset,,
Thai,Thai,41220.0,26416.0,26416,PVC/TNT THAI,,14.0,0.0,380 gr,8022560264168.0,2.099,2.024,0.723,53 offset,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Offset,,
Thai,Thai,41213.0,26417.0,26417,PVC/TNT THAI,,14.0,0.0,380 gr,8022560264175.0,2.099,2.024,0.723,53 offset,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Offset,,
Thai,Thai,41239.0,26419.0,26419,PVC/TNT THAI,,14.0,0.0,380 gr,8022560264199.0,2.099,2.024,0.723,53 offset,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Offset,,
Thai,Thai,41237.0,26421.0,26421,PVC/TNT THAI,,14.0,0.0,380 gr,8022560264212.0,2.099,2.024,0.723,53 straight,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Thai,Thai,41243.0,26425.0,26425,PVC/TNT THAI,,14.0,0.0,380 gr,8022560264250.0,2.099,2.024,0.723,53 straight,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Thai,Thai,41218.0,26426.0,26426,PVC/TNT THAI,,14.0,0.0,380 gr,8022560264267.0,2.099,2.024,0.723,53 straight,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Thai,Thai,41225.0,26427.0,26427,PVC/TNT THAI,,14.0,0.0,380 gr,8022560264274.0,2.099,2.024,0.723,53 straight,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Thai,Thai,41230.0,26433.0,26433,PVC/TNT THAI,,14.0,0.0,330 gr,8022560264335.0,1.83,1.757,0.7,64 offset,0.53,10.05,12.0,0.042,21.964,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,64.0,Offset,,
Thai,Thai,41217.0,26436.0,26436,PVC/TNT THAI,,14.0,0.0,330 gr,8022560264366.0,1.83,1.757,0.7,64 offset,0.53,10.05,12.0,0.042,21.964,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,64.0,Offset,,
Thai,Thai,41223.0,26437.0,26437,PVC/TNT THAI,,14.0,0.0,330 gr,8022560264373.0,1.83,1.757,0.7,64 offset,0.53,10.05,12.0,0.042,21.964,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,64.0,Offset,,
Thai,Thai,41202.0,26438.0,26438,PVC/TNT THAI,,14.0,0.0,330 gr,8022560264380.0,1.83,1.757,0.7,64 offset,0.53,10.05,12.0,0.042,21.964,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,64.0,Offset,,
Thai,Thai,41212.0,26453.0,26453,PVC/TNT THAI,,14.0,0.0,380 gr,8022560264533.0,2.099,2.024,0.723,zero,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Thai,Thai,41214.0,26456.0,26456,PVC/TNT THAI,,14.0,0.0,380 gr,8022560264564.0,2.099,2.024,0.723,zero,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Thai,Thai,41236.0,26459.0,26459,PVC/TNT THAI,,14.0,0.0,380 gr,8022560264595.0,2.099,2.024,0.723,zero,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Thai,Thai,41219.0,26461.0,26461,PVC/TNT THAI,,14.0,0.0,380 gr,8022560264618.0,2.099,2.024,0.723,53 straight,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Thai,Thai,41211.0,26463.0,26463,PVC/TNT THAI,,14.0,0.0,380 gr,8022560264632.0,2.099,2.024,0.723,53 straight,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Thai,Thai,41227.0,26464.0,26464,PVC/TNT THAI,,14.0,0.0,380 gr,8022560264649.0,2.099,2.024,0.723,53 straight,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Thai,Thai,41206.0,26465.0,26465,PVC/TNT THAI,,14.0,0.0,380 gr,8022560264656.0,2.099,2.024,0.723,53 straight,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Thai,Thai,41222.0,26466.0,26466,PVC/TNT THAI,,14.0,0.0,380 gr,8022560264663.0,2.099,2.024,0.723,53 straight,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Thai,Thai,41245.0,26467.0,26467,PVC/TNT THAI,,14.0,0.0,380 gr,8022560264670.0,2.099,2.024,0.723,53 straight,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Thai,Thai,41204.0,26468.0,26468,PVC/TNT THAI,,14.0,0.0,380 gr,8022560264687.0,2.099,2.024,0.723,53 straight,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Thai,Thai,41216.0,26469.0,26469,PVC/TNT THAI,,14.0,0.0,380 gr,8022560264694.0,2.099,2.024,0.723,53 straight,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,53.0,Straight,,
Thai,Thai,41231.0,26471.0,26471,PVC/TNT THAI,,14.0,0.0,380 gr,8022560264717.0,2.099,2.024,0.723,zero,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Thai,Thai,41215.0,26472.0,26472,PVC/TNT THAI,,14.0,0.0,380 gr,8022560264724.0,2.099,2.024,0.723,zero,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Thai,Thai,41205.0,26473.0,26473,PVC/TNT THAI,,14.0,0.0,380 gr,8022560264731.0,2.099,2.024,0.723,zero,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Thai,Thai,41242.0,26475.0,26475,PVC/TNT THAI,,14.0,0.0,380 gr,8022560264755.0,2.099,2.024,0.723,zero,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
Thai,Thai,41221.0,26476.0,26476,PVC/TNT THAI,,14.0,0.0,380 gr,8022560264762.0,2.099,2.024,0.723,zero,0.53,10.05,12.0,0.053,25.191,GOOD,WASHABLE AND SCRUBBABLE,"D-s3,d2",CE,A+,0.0,,,
