Brand,Collection_Name,S.No.,Item No.,Article,DESIGN REPEAT cm,WIDTH m,LENGHT m,Repeat_1_Value,Repeat_1_Type,Repeat_2_Value,Repeat_2_Type,imagePath,pixelWidth,pixelHeight,scale
Cristiana Masi,Thai,41233,26480,26480,zero,0.53,10.05,0,,,,/local-textures/Thai/26480.jpg,1502,1502,0.53
Cristiana Masi,Thai,41238,26481,26481,zero,0.53,10.05,0,,,,/local-textures/Thai/26481.jpg,1502,1502,0.53
Cristiana Masi,Thai,41209,26482,26482,zero,0.53,10.05,0,,,,/local-textures/Thai/26482.jpg,1502,1502,0.53
Cristiana Masi,Thai,41228,26484,26484,zero,0.53,10.05,0,,,,/local-textures/Thai/26484.jpg,1502,1502,0.53
Cristiana Masi,Thai,41203,26485,26485,zero,0.53,10.05,0,,,,/local-textures/Thai/26485.jpg,1502,1502,0.53
Cristiana Masi,Thai,41224,26487,26487,zero,0.53,10.05,0,,,,/local-textures/Thai/26487.jpg,1502,1502,0.53
Cristiana Masi,Thai,41229,26488,26488,zero,0.53,10.05,0,,,,/local-textures/Thai/26488.jpg,1502,1502,0.53
Cristiana Masi,Thai,41210,26489,26489,zero,0.53,10.05,0,,,,/local-textures/Thai/26489.jpg,1502,1502,0.53
Cristiana Masi,Energie,41109,30101,30101,53 straight,0.53,10.05,53,Straight,,,/local-textures/Energie/30101.jpg,1502,1502,0.53
Cristiana Masi,Energie,41103,30103,30103,53 straight,0.53,10.05,53,Straight,,,/local-textures/Energie/30103.jpg,1502,1502,0.53
Cristiana Masi,Energie,41120,30105,30105,53 straight,0.53,10.05,53,Straight,,,/local-textures/Energie/30105.jpg,1502,1502,0.53
Cristiana Masi,Energie,41101,30106,30106,53 straight,0.53,10.05,53,Straight,,,/local-textures/Energie/30106.jpg,1502,1502,0.53
Cristiana Masi,Energie,41106,30107,30107,53 straight,0.53,10.05,53,Straight,,,/local-textures/Energie/30107.jpg,1502,1502,0.53
Cristiana Masi,Energie,41134,30114,30114,53 straight,0.53,10.05,53,Straight,,,/local-textures/Energie/30114.jpg,1502,1502,0.53
Cristiana Masi,Energie,41137,30115,30115,53 straight,0.53,10.05,53,Straight,,,/local-textures/Energie/30115.jpg,1502,1502,0.53
Cristiana Masi,Energie,41131,30116,30116,53 straight,0.53,10.05,53,Straight,,,/local-textures/Energie/30116.jpg,1502,1502,0.53
Cristiana Masi,Energie,41139,30117,30117,53 straight,0.53,10.05,53,Straight,,,/local-textures/Energie/30117.jpg,1502,1502,0.53
Cristiana Masi,Energie,41127,30126,30126,53 offset,0.53,10.05,53,Offset,,,/local-textures/Energie/30126.jpg,1502,1502,0.53
Cristiana Masi,Energie,41115,30128,30128,53 offset,0.53,10.05,53,Offset,,,/local-textures/Energie/30128.jpg,1502,1502,0.53
Cristiana Masi,Energie,41125,30129,30129,53 offset,0.53,10.05,53,Offset,,,/local-textures/Energie/30129.jpg,1502,1502,0.53
Cristiana Masi,Energie,41105,30136,30136,zero,0.53,10.05,0,,,,/local-textures/Energie/30136.jpg,1502,1502,0.53
Cristiana Masi,Energie,41119,30137,30137,zero,0.53,10.05,0,,,,/local-textures/Energie/30137.jpg,1502,1502,0.53
Cristiana Masi,Energie,41133,30138,30138,zero,0.53,10.05,0,,,,/local-textures/Energie/30138.jpg,1502,1502,0.53
Cristiana Masi,Energie,41110,30139,30139,zero,0.53,10.05,0,,,,/local-textures/Energie/30139.jpg,1502,1502,0.53
Cristiana Masi,Energie,41117,30143,30143,53 offset,0.53,10.05,53,Offset,,,/local-textures/Energie/30143.jpg,1502,1502,0.53
Cristiana Masi,Energie,41129,30144,30144,53 offset,0.53,10.05,53,Offset,,,/local-textures/Energie/30144.jpg,1502,1502,0.53
Cristiana Masi,Energie,41124,30145,30145,53 offset,0.53,10.05,53,Offset,,,/local-textures/Energie/30145.jpg,1502,1502,0.53
Cristiana Masi,Energie,41128,30146,30146,53 straight,0.53,10.05,53,Straight,,,/local-textures/Energie/30146.jpg,1502,1502,0.53
Cristiana Masi,Energie,41126,30147,30147,53 straight,0.53,10.05,53,Straight,,,/local-textures/Energie/30147.jpg,1502,1502,0.53
Cristiana Masi,Energie,41116,30148,30148,53 straight,0.53,10.05,53,Straight,,,/local-textures/Energie/30148.jpg,1502,1502,0.53
Cristiana Masi,Energie,41114,30149,30149,53 straight,0.53,10.05,53,Straight,,,/local-textures/Energie/30149.jpg,1502,1502,0.53
Cristiana Masi,Energie,41104,30153,30153,"26,5 straight",0.53,10.05,26.5,Straight,,,/local-textures/Energie/30153.jpg,1502,1502,0.53
Cristiana Masi,Energie,41132,30154,30154,"26,5 straight",0.53,10.05,26.5,Straight,,,/local-textures/Energie/30154.jpg,1502,1502,0.53
Cristiana Masi,Energie,41107,30155,30155,"26,5 straight",0.53,10.05,26.5,Straight,,,/local-textures/Energie/30155.jpg,1502,1502,0.53
Cristiana Masi,Energie,41102,30156,30156,"26,5 straight",0.53,10.05,26.5,Straight,,,/local-textures/Energie/30156.jpg,1502,1502,0.53
Cristiana Masi,Energie,41130,30158,30158,"26,5 straight",0.53,10.05,26.5,Straight,,,/local-textures/Energie/30158.jpg,1502,1502,0.53
Cristiana Masi,Energie,41108,30159,30159,"26,5 straight",0.53,10.05,26.5,Straight,,,/local-textures/Energie/30159.jpg,1502,1502,0.53
Cristiana Masi,Energie,41113,30161,30161,"6,6 straight",0.53,10.05,6.6,Straight,,,/local-textures/Energie/30161.jpg,1502,1502,0.53
Cristiana Masi,Energie,41112,30167,30167,"6,6 straight",0.53,10.05,6.6,Straight,,,/local-textures/Energie/30167.jpg,1502,1502,0.53
Cristiana Masi,Energie,41111,30169,30169,"6,6 straight",0.53,10.05,6.6,Straight,,,/local-textures/Energie/30169.jpg,1502,1502,0.53
Cristiana Masi,Energie,41136,30172,30172,"6,6 straight",0.53,10.05,6.6,Straight,,,/local-textures/Energie/30172.jpg,1502,1502,0.53
Cristiana Masi,Energie,41135,30173,30173,"6,6 straight",0.53,10.05,6.6,Straight,,,/local-textures/Energie/30173.jpg,1502,1502,0.53
Cristiana Masi,Energie,41138,30175,30175,"6,6 straight",0.53,10.05,6.6,Straight,,,/local-textures/Energie/30175.jpg,1502,1502,0.53
Cristiana Masi,Energie,41121,30176,30176,"7,7 straight",0.53,10.05,7.7,Straight,,,/local-textures/Energie/30176.jpg,1502,1502,0.53
Cristiana Masi,Energie,41122,30177,30177,"7,7 straight",0.53,10.05,7.7,Straight,,,/local-textures/Energie/30177.jpg,1502,1502,0.53
Cristiana Masi,Energie,41118,30178,30178,"7,7 straight",0.53,10.05,7.7,Straight,,,/local-textures/Energie/30178.jpg,1502,1502,0.53
Cristiana Masi,Energie,41123,30179,30179,"7,7 straight",0.53,10.05,7.7,Straight,,,/local-textures/Energie/30179.jpg,1502,1502,0.53
Cristiana Masi,Energie,41140,30181,30181,zero,0.53,10.05,0,,,,/local-textures/Energie/30181.jpg,1502,1502,0.53
Cristiana Masi,Energie,41143,30182,30182,zero,0.53,10.05,0,,,,/local-textures/Energie/30182.jpg,1502,1502,0.53
Cristiana Masi,Energie,41141,30183,30183,zero,0.53,10.05,0,,,,/local-textures/Energie/30183.jpg,1502,1502,0.53
Cristiana Masi,Energie,41147,30184,30184,zero,0.53,10.05,0,,,,/local-textures/Energie/30184.jpg,1502,1502,0.53
Cristiana Masi,Energie,41145,30185,30185,zero,0.53,10.05,0,,,,/local-textures/Energie/30185.jpg,1502,1502,0.53
Cristiana Masi,Energie,41149,30188,30188,zero,0.53,10.05,0,,,,/local-textures/Energie/30188.jpg,1502,1502,0.53
Cristiana Masi,Energie,41144,30193,30193,zero,0.53,10.05,0,,,,/local-textures/Energie/30193.jpg,1502,1502,0.53
Cristiana Masi,Energie,41146,30195,30195,zero,0.53,10.05,0,,,,/local-textures/Energie/30195.jpg,1502,1502,0.53
Cristiana Masi,Energie,41142,30197,30197,zero,0.53,10.05,0,,,,/local-textures/Energie/30197.jpg,1502,1502,0.53
Cristiana Masi,Energie,41148,30198,30198,zero,0.53,10.05,0,,,,/local-textures/Energie/30198.jpg,1502,1502,0.53
Cristiana Masi,Friends & Coffee,4651,11026,11026,53 straight,0.53,10.1,53,Straight,,,,,,
Cristiana Masi,Friends & Coffee,4650,11027,11027,53 straight,0.53,10.1,53,Straight,,,,,,
Cristiana Masi,Friends & Coffee,4601,16601,16601,53 offset,0.53,10.1,53,Offset,,,,,,
Cristiana Masi,Friends & Coffee,4619,16602,16602,53 offset,0.53,10.1,53,Offset,,,,,,
Cristiana Masi,Friends & Coffee,4627,16603,16603,53 offset,0.53,10.1,53,Offset,,,,,,
Cristiana Masi,Friends & Coffee,4610,16605,16605,zero/53 offset,0.53,10.1,0,,53,Offset,,,,
Cristiana Masi,Friends & Coffee,4607,16606,16606,zero/53 offset,0.53,10.1,0,,53,Offset,,,,
Cristiana Masi,Friends & Coffee,4604,16607,16607,zero/53 offset,0.53,10.1,0,,53,Offset,,,,
Cristiana Masi,Friends & Coffee,4621,16608,16608,zero/53 offset,0.53,10.1,0,,53,Offset,,,,
Cristiana Masi,Friends & Coffee,4612,16609,16609,64 straight,0.53,10.1,64,Straight,,,,,,
Cristiana Masi,Friends & Coffee,4615,16610,16610,64 straight,0.53,10.1,64,Straight,,,,,,
Cristiana Masi,Friends & Coffee,4629,16611,16611,53 offset,0.53,10.1,53,Offset,,,,,,
Cristiana Masi,Friends & Coffee,4632,16612,16612,53 offset,0.53,10.1,53,Offset,,,,,,
Cristiana Masi,Friends & Coffee,4630,16613,16613,53 offset,0.53,10.1,53,Offset,,,,,,
Cristiana Masi,Friends & Coffee,4628,16615,16615,53 offset,0.53,10.1,53,Offset,,,,,,
Cristiana Masi,Friends & Coffee,4631,16616,16616,53 offset,0.53,10.1,53,Offset,,,,,,
Cristiana Masi,Friends & Coffee,4643,16617,16617,53 paro,0.53,10.1,53,Paro,,,,,,
Cristiana Masi,Friends & Coffee,4641,16618,16618,53 paro,0.53,10.1,53,Paro,,,,,,
Cristiana Masi,Friends & Coffee,4634,16619,16619,53 paro,0.53,10.1,53,Paro,,,,,,
Cristiana Masi,Friends & Coffee,4640,16621,16621,53 paro,0.53,10.1,53,Paro,,,,,,
Cristiana Masi,Friends & Coffee,4637,16622,16622,53 paro,0.53,10.1,53,Paro,,,,,,
Cristiana Masi,Friends & Coffee,4635,16623,16623,53 paro,0.53,10.1,53,Paro,,,,,,
Cristiana Masi,Friends & Coffee,4649,16625,16625,53 offset,0.53,10.1,53,Offset,,,,,,
Cristiana Masi,Friends & Coffee,4647,16626,16626,53 offset,0.53,10.1,53,Offset,,,,,,
Cristiana Masi,Friends & Coffee,4654,16628,16628,"26,5 straight",0.53,10.1,26.5,Straight,,,,,,
Cristiana Masi,Friends & Coffee,4644,16629,16629,"26,5 straight",0.53,10.1,26.5,Straight,,,,,,
Cristiana Masi,Friends & Coffee,4658,16631,16631,53 straight,0.53,10.1,53,Straight,,,,,,
Cristiana Masi,Friends & Coffee,4667,16632,16632,53 straight,0.53,10.1,53,Straight,,,,,,
Cristiana Masi,Friends & Coffee,4662,16633,16633,53 straight,0.53,10.1,53,Straight,,,,,,
Cristiana Masi,Friends & Coffee,4655,16635,16635,53 straight,0.53,10.1,53,Straight,,,,,,
Cristiana Masi,Friends & Coffee,4669,16636,16636,53 straight,0.53,10.1,53,Straight,,,,,,
Cristiana Masi,Friends & Coffee,4663,16637,16637,53 straight,0.53,10.1,53,Straight,,,,,,
Cristiana Masi,Friends & Coffee,4661,16640,16640,53 straight,0.53,10.1,53,Straight,,,,,,
Cristiana Masi,Friends & Coffee,4670,16641,16641,53 straight,0.53,10.1,53,Straight,,,,,,
Cristiana Masi,Friends & Coffee,4664,16642,16642,53 straight,0.53,10.1,53,Straight,,,,,,
Cristiana Masi,Friends & Coffee,4668,16643,16643,53 offset,0.53,10.1,53,Offset,,,,,,
Cristiana Masi,Friends & Coffee,4625,16644,16644,53 offset,0.53,10.1,53,Offset,,,,,,
Cristiana Masi,Friends & Coffee,4603,16645,16645,53 offset,0.53,10.1,53,Offset,,,,,,
Cristiana Masi,Friends & Coffee,4656,16646,16646,"26,5 straight",0.53,10.1,26.5,Straight,,,,,,
Cristiana Masi,Friends & Coffee,4657,16647,16647,"26,5 straight",0.53,10.1,26.5,Straight,,,,,,
Cristiana Masi,Friends & Coffee,4620,16648,16648,"26,5 straight",0.53,10.1,26.5,Straight,,,,,,
Cristiana Masi,Friends & Coffee,4617,16649,16649,"26,5 straight",0.53,10.1,26.5,Straight,,,,,,
Cristiana Masi,Friends & Coffee,4624,16650,16650,"26,5 straight",0.53,10.1,26.5,Straight,,,,,,
Cristiana Masi,Friends & Coffee,4606,16651,16651,"26,5 straight",0.53,10.1,26.5,Straight,,,,,,
Cristiana Masi,Friends & Coffee,4639,16652,16652,"13,3 straight",0.53,10.1,13.3,Straight,,,,,,
Cristiana Masi,Friends & Coffee,4638,16653,16653,"13,3 straight",0.53,10.1,13.3,Straight,,,,,,
Cristiana Masi,Friends & Coffee,4613,16654,16654,"13,3 straight",0.53,10.1,13.3,Straight,,,,,,
Cristiana Masi,Friends & Coffee,4659,16656,16656,53 offset,0.53,10.1,53,Offset,,,,,,
Cristiana Masi,Friends & Coffee,4666,16657,16657,53 offset,0.53,10.1,53,Offset,,,,,,
Cristiana Masi,Friends & Coffee,4665,16658,16658,53 offset,0.53,10.1,53,Offset,,,,,,
Cristiana Masi,Friends & Coffee,4614,16660,16660,53 offset,0.53,10.1,53,Offset,,,,,,
Cristiana Masi,Friends & Coffee,4633,16661,16661,53 offset,0.53,10.1,53,Offset,,,,,,
Cristiana Masi,Friends & Coffee,4623,16662,16662,53 offset,0.53,10.1,53,Offset,,,,,,
Cristiana Masi,Friends & Coffee,4636,16663,16663,53 straight,0.53,10.1,53,Straight,,,,,,
Cristiana Masi,Friends & Coffee,4642,16664,16664,53 straight,0.53,10.1,53,Straight,,,,,,
Cristiana Masi,Friends & Coffee,4622,16665,16665,53 straight,0.53,10.1,53,Straight,,,,,,
Cristiana Masi,Friends & Coffee,4618,16667,16667,zero,0.53,10.1,0,,,,,,,
Cristiana Masi,Friends & Coffee,4616,16668,16668,zero,0.53,10.1,0,,,,,,,
Cristiana Masi,Friends & Coffee,4652,16670,16670,53 straight,0.53,10.1,53,Straight,,,,,,
Cristiana Masi,Friends & Coffee,4645,16671,16671,53 straight,0.53,10.1,53,Straight,,,,,,
Cristiana Masi,Friends & Coffee,4671,16672,16672,53 straight,0.53,10.1,53,Straight,,,,,,
Cristiana Masi,Friends & Coffee,4660,16673,16673,53 straight,0.53,10.1,53,Straight,,,,,,
Cristiana Masi,Friends & Coffee,4653,16675,16675,53 straight,0.53,10.1,53,Straight,,,,,,
Cristiana Masi,Friends & Coffee,4648,16676,16676,53 straight,0.53,10.1,53,Straight,,,,,,
Cristiana Masi,Friends & Coffee,4646,16677,16677,53 straight,0.53,10.1,53,Straight,,,,,,
Cristiana Masi,Friends & Coffee,4602,16680,16680,53 offset,0.53,10.1,53,Offset,,,,,,
Cristiana Masi,Friends & Coffee,4609,16681,16681,53 offset,0.53,10.1,53,Offset,,,,,,
Cristiana Masi,Friends & Coffee,4608,16682,16682,53 offset,0.53,10.1,53,Offset,,,,,,
Cristiana Masi,Friends & Coffee,4611,2159,2159,zero,0.53,10.1,0,,,,,,,
Cristiana Masi,Friends & Coffee,4626,5476,5476,zero,0.53,10.1,0,,,,,,,
Cristiana Masi,Friends & Coffee,4605,5686,5686,53 offset,0.53,10.1,53,Offset,,,,,,
Cristiana Masi,Blooming Garden,4538,84000,84000,64 offset,0.53,10.05,64,Offset,,,,,,
Cristiana Masi,Blooming Garden,4542,84001,84001,64 offset,0.53,10.05,64,Offset,,,,,,
Cristiana Masi,Blooming Garden,4540,84002,84002,64 offset,0.53,10.05,64,Offset,,,,,,
Cristiana Masi,Blooming Garden,4506,84004,84004,53 offset,0.53,10.05,53,Offset,,,,,,
Cristiana Masi,Blooming Garden,4510,84005,84005,53 offset,0.53,10.05,53,Offset,,,,,,
Cristiana Masi,Blooming Garden,4501,84006,84006,53 offset,0.53,10.05,53,Offset,,,,,,
Cristiana Masi,Blooming Garden,4508,84008,84008,"13,3 paro",0.53,10.05,13.3,Paro,,,,,,
Cristiana Masi,Blooming Garden,4505,84009,84009,"13,3 straight",0.53,10.05,13.3,Straight,,,,,,
Cristiana Masi,Blooming Garden,4522,84010,84010,"26,5 straight",0.53,10.05,26.5,Straight,,,,,,
Cristiana Masi,Blooming Garden,4511,84011,84011,"26,5 straight",0.53,10.05,26.5,Straight,,,,,,
Cristiana Masi,Blooming Garden,4502,84012,84012,"26,5 straight",0.53,10.05,26.5,Straight,,,,,,
Cristiana Masi,Blooming Garden,4530,84014,84014,64 offset,0.53,10.05,64,Offset,,,,,,
Cristiana Masi,Blooming Garden,4512,84015,84015,64 offset,0.53,10.05,64,Offset,,,,,,
Cristiana Masi,Blooming Garden,4519,84016,84016,64 offset,0.53,10.05,64,Offset,,,,,,
Cristiana Masi,Blooming Garden,4543,84018,84018,"10,6 straight",0.53,10.05,10.6,Straight,,,,,,
Cristiana Masi,Blooming Garden,4509,84019,84019,"10,6 straight",0.53,10.05,10.6,Straight,,,,,,
Cristiana Masi,Blooming Garden,4525,84020,84020,53 offset,0.53,10.05,53,Offset,,,,,,
Cristiana Masi,Blooming Garden,4526,84021,84021,53 offset,0.53,10.05,53,Offset,,,,,,
Cristiana Masi,Blooming Garden,4516,84022,84022,53 offset,0.53,10.05,53,Offset,,,,,,
Cristiana Masi,Blooming Garden,4521,84023,84023,53 offset,0.53,10.05,53,Offset,,,,,,
Cristiana Masi,Blooming Garden,4536,84025,84025,53 offset,0.53,10.05,53,Offset,,,,,,
Cristiana Masi,Blooming Garden,4532,84026,84026,53 offset,0.53,10.05,53,Offset,,,,,,
Cristiana Masi,Blooming Garden,4533,84027,84027,53 offset,0.53,10.05,53,Offset,,,,,,
Cristiana Masi,Blooming Garden,4545,84030,84030,"17,7 straight",0.53,10.05,17.7,Straight,,,,,,
Cristiana Masi,Blooming Garden,4545,84030,84030,"17,7 straight",0.53,10.05,17.7,Straight,,,,,,
Cristiana Masi,Blooming Garden,4513,84031,84031,"17,7 straight",0.53,10.05,17.7,Straight,,,,,,
Cristiana Masi,Blooming Garden,4549,84032,84032,"17,7 straight",0.53,10.05,17.7,Straight,,,,,,
Cristiana Masi,Blooming Garden,4544,84033,84033,"26,5 straight",0.53,10.05,26.5,Straight,,,,,,
Cristiana Masi,Blooming Garden,4550,84035,84035,"26,5 straight",0.53,10.05,26.5,Straight,,,,,,
Cristiana Masi,Blooming Garden,4551,84036,84036,"26,5 straight",0.53,10.05,26.5,Straight,,,,,,
Cristiana Masi,Blooming Garden,4546,84038,84038,53 offset,0.53,10.05,53,Offset,,,,,,
Cristiana Masi,Blooming Garden,4553,84039,84039,53 offset,0.53,10.05,53,Offset,,,,,,
Cristiana Masi,Blooming Garden,4548,84040,84040,53 offset,0.53,10.05,53,Offset,,,,,,
Cristiana Masi,Blooming Garden,4524,84047,84047,"13,3 straight",0.53,10.05,13.3,Straight,,,,,,
Cristiana Masi,Blooming Garden,4531,84048,84048,"13,3 straight",0.53,10.05,13.3,Straight,,,,,,
Cristiana Masi,Blooming Garden,4534,84049,84049,"13,3 straight",0.53,10.05,13.3,Straight,,,,,,
Cristiana Masi,Blooming Garden,4523,84051,84051,zero,0.53,10.05,0,,,,,,,
Cristiana Masi,Blooming Garden,4503,84052,84052,zero,0.53,10.05,0,,,,,,,
Cristiana Masi,Blooming Garden,4541,84053,84053,zero,0.53,10.05,0,,,,,,,
Cristiana Masi,Blooming Garden,4552,84054,84054,zero,0.53,10.05,0,,,,,,,
Cristiana Masi,Blooming Garden,4514,84057,84057,"17,7 straight",0.53,10.05,17.7,Straight,,,,,,
Cristiana Masi,Blooming Garden,4547,84058,84058,"17,7 straight",0.53,10.05,17.7,Straight,,,,,,
Cristiana Masi,Blooming Garden,4528,84061,84061,"13,3 straight",0.53,10.05,13.3,Straight,,,,,,
Cristiana Masi,Blooming Garden,4515,84062,84062,"13,3 straight",0.53,10.05,13.3,Straight,,,,,,
Cristiana Masi,Blooming Garden,4518,84063,84063,"13,3 straight",0.53,10.05,13.3,Straight,,,,,,
Cristiana Masi,Blooming Garden,4537,84064,84064,"13,3 straight",0.53,10.05,13.3,Straight,,,,,,
Cristiana Masi,Blooming Garden,4507,84066,84066,"2,4 straight",0.53,10.05,2.4,Straight,,,,,,
Cristiana Masi,Blooming Garden,4529,84067,84067,"2,4 straight",0.53,10.05,2.4,Straight,,,,,,
Cristiana Masi,Blooming Garden,4539,84069,84069,zero,0.53,10.05,0,,,,,,,
Cristiana Masi,Blooming Garden,4527,84070,84070,zero,0.53,10.05,0,,,,,,,
Cristiana Masi,Blooming Garden,4517,84071,84071,zero,0.53,10.05,0,,,,,,,
Cristiana Masi,Blooming Garden,4520,84072,84072,zero,0.53,10.05,0,,,,,,,
Cristiana Masi,Blooming Garden,4535,84073,84073,zero,0.53,10.05,0,,,,,,,
Cristiana Masi,Blooming Garden,4504,84079,84079,zero,0.53,10.05,0,,,,,,,
Cristiana Masi,Amazzonia,4448,22001,22001,60 offset,,,60,Offset,,,,,,
Cristiana Masi,Amazzonia,4440,22002,22002,60 offset,,,60,Offset,,,,,,
Cristiana Masi,Amazzonia,4444,22003,22003,60 offset,,,60,Offset,,,,,,
Cristiana Masi,Amazzonia,4428,22004,22004,60 offset,,,60,Offset,,,,,,
Cristiana Masi,Amazzonia,4418,22006,22006,64 offset,,,64,Offset,,,,,,
Cristiana Masi,Amazzonia,4416,22007,22007,64 offset,,,64,Offset,,,,,,
Cristiana Masi,Amazzonia,4411,22008,22008,64 offset,,,64,Offset,,,,,,
Cristiana Masi,Amazzonia,4420,22009,22009,64 offset,,,64,Offset,,,,,,
Cristiana Masi,Amazzonia,4435,22011,22011,53 straight,,,53,Straight,,,,,,
Cristiana Masi,Amazzonia,4424,22012,22012,53 straight,,,53,Straight,,,,,,
Cristiana Masi,Amazzonia,4443,22013,22013,53 straight,,,53,Straight,,,,,,
Cristiana Masi,Amazzonia,4432,22014,22014,53 straight,,,53,Straight,,,,,,
Cristiana Masi,Amazzonia,4404,22016,22016,53 straight,,,53,Straight,,,,,,
Cristiana Masi,Amazzonia,4407,22017,22017,53 straight,,,53,Straight,,,,,,
Cristiana Masi,Amazzonia,4401,22018,22018,53 straight,,,53,Straight,,,,,,
Cristiana Masi,Amazzonia,4455,22021,22021,60 offset,,,60,Offset,,,,,,
Cristiana Masi,Amazzonia,4451,22022,22022,60 offset,,,60,Offset,,,,,,
Cristiana Masi,Amazzonia,4457,22023,22023,60 offset,,,60,Offset,,,,,,
Cristiana Masi,Amazzonia,4427,22025,22025,16 straight,,,16,Straight,,,,,,
Cristiana Masi,Amazzonia,4449,22026,22026,16 straight,,,16,Straight,,,,,,
Cristiana Masi,Amazzonia,4442,22027,22027,16 straight,,,16,Straight,,,,,,
Cristiana Masi,Amazzonia,4434,22028,22028,16 straight,,,16,Straight,,,,,,
Cristiana Masi,Amazzonia,4445,22029,22029,16 straight,,,16,Straight,,,,,,
Cristiana Masi,Amazzonia,4430,22031,22031,"26,5 straight",,,26.5,Straight,,,,,,
Cristiana Masi,Amazzonia,4439,22032,22032,"26,5 straight",,,26.5,Straight,,,,,,
Cristiana Masi,Amazzonia,4414,22033,22033,"26,5 straight",,,26.5,Straight,,,,,,
Cristiana Masi,Amazzonia,4429,22034,22034,"26,5 straight",,,26.5,Straight,,,,,,
Cristiana Masi,Amazzonia,4447,22036,22036,"4,1 straight",,,4.1,Straight,,,,,,
Cristiana Masi,Amazzonia,4437,22037,22037,"4,1 straight",,,4.1,Straight,,,,,,
Cristiana Masi,Amazzonia,4441,22038,22038,"4,1 straight",,,4.1,Straight,,,,,,
Cristiana Masi,Amazzonia,4426,22039,22039,"4,1 straight",,,4.1,Straight,,,,,,
Cristiana Masi,Amazzonia,4409,22040,22040,"26,5 straight",,,26.5,Straight,,,,,,
Cristiana Masi,Amazzonia,4402,22041,22041,"26,5 straight",,,26.5,Straight,,,,,,
Cristiana Masi,Amazzonia,4406,22042,22042,"26,5 straight",,,26.5,Straight,,,,,,
Cristiana Masi,Amazzonia,4417,22045,22045,"5,3 straight",,,5.3,Straight,,,,,,
Cristiana Masi,Amazzonia,4413,22046,22046,"5,3 straight",,,5.3,Straight,,,,,,
Cristiana Masi,Amazzonia,4421,22047,22047,"5,3 straight",,,5.3,Straight,,,,,,
Cristiana Masi,Amazzonia,4436,22050,22050,"7,6 straight",,,7.6,Straight,,,,,,
Cristiana Masi,Amazzonia,4419,22051,22051,"7,6 straight",,,7.6,Straight,,,,,,
Cristiana Masi,Amazzonia,4415,22052,22052,"7,6 straight",,,7.6,Straight,,,,,,
Cristiana Masi,Amazzonia,4412,22053,22053,"7,6 straight",,,7.6,Straight,,,,,,
Cristiana Masi,Amazzonia,4431,22054,22054,"7,6 straight",,,7.6,Straight,,,,,,
Cristiana Masi,Amazzonia,4456,22056,22056,"17,7 straight",,,17.7,Straight,,,,,,
Cristiana Masi,Amazzonia,4452,22057,22057,"17,7 straight",,,17.7,Straight,,,,,,
Cristiana Masi,Amazzonia,4458,22058,22058,"17,7 straight",,,17.7,Straight,,,,,,
Cristiana Masi,Amazzonia,4454,22059,22059,"17,7 straight",,,17.7,Straight,,,,,,
Cristiana Masi,Amazzonia,4459,22067,22067,53 straight,,,53,Straight,,,,,,
Cristiana Masi,Amazzonia,4403,22068,22068,53 straight,,,53,Straight,,,,,,
Cristiana Masi,Amazzonia,4405,22072,22072,53 straight,,,53,Straight,,,,,,
Cristiana Masi,Amazzonia,4438,22073,22073,53 straight,,,53,Straight,,,,,,
Cristiana Masi,Amazzonia,4423,22074,22074,53 straight,,,53,Straight,,,,,,
Cristiana Masi,Amazzonia,4408,22080,22080,zero,,,0,,,,,,,
Cristiana Masi,Amazzonia,4433,22081,22081,zero,,,0,,,,,,,
Cristiana Masi,Amazzonia,4450,22082,22082,zero,,,0,,,,,,,
Cristiana Masi,Amazzonia,4453,22083,22083,zero,,,0,,,,,,,
Cristiana Masi,Amazzonia,4425,22085,22085,zero,,,0,,,,,,,
Cristiana Masi,Amazzonia,4410,22086,22086,zero,,,0,,,,,,,
Cristiana Masi,Amazzonia,4446,22087,22087,zero,,,0,,,,,,,
Cristiana Masi,Amazzonia,4422,22089,22089,zero,,,0,,,,,,,
